idx,spyrmsd
O14757_Pocket2Mol_idx-in-all-generaetd-0,13.584651684705964
O14757_Pocket2Mol_idx-in-all-generaetd-1,8.808260763727736
O14757_Pocket2Mol_idx-in-all-generaetd-2,12.535216155601097
O14757_Pocket2Mol_idx-in-all-generaetd-3,10.250628333690544
O14757_Pocket2Mol_idx-in-all-generaetd-4,10.34423886404209
O14757_Pocket2Mol_idx-in-all-generaetd-5,10.33078324114629
O14757_Pocket2Mol_idx-in-all-generaetd-6,10.138199971524354
O14757_Pocket2Mol_idx-in-all-generaetd-7,4.040692069926725
O14757_Pocket2Mol_idx-in-all-generaetd-8,5.14212462220795
O14757_Pocket2Mol_idx-in-all-generaetd-9,8.908570815155308
O14757_Pocket2Mol_idx-in-all-generaetd-10,13.927494911898286
O14757_Pocket2Mol_idx-in-all-generaetd-11,8.561912191285549
O14757_Pocket2Mol_idx-in-all-generaetd-12,9.49471326988701
O14757_Pocket2Mol_idx-in-all-generaetd-13,10.14292587663196
O14757_Pocket2Mol_idx-in-all-generaetd-14,8.64723491496267
O14757_Pocket2Mol_idx-in-all-generaetd-15,1.0027374973795118
O14757_Pocket2Mol_idx-in-all-generaetd-16,10.863650621424025
O14757_Pocket2Mol_idx-in-all-generaetd-17,9.39832319567829
O14757_Pocket2Mol_idx-in-all-generaetd-18,13.0531305525971
O14757_Pocket2Mol_idx-in-all-generaetd-19,
O14757_Pocket2Mol_idx-in-all-generaetd-20,9.224168165352316
O14757_Pocket2Mol_idx-in-all-generaetd-21,15.99984608995609
O14757_Pocket2Mol_idx-in-all-generaetd-22,14.749657503925999
O14757_Pocket2Mol_idx-in-all-generaetd-23,13.889110390177999
O14757_Pocket2Mol_idx-in-all-generaetd-24,11.217889208702418
O14757_Pocket2Mol_idx-in-all-generaetd-25,3.4856590058381545
O14757_Pocket2Mol_idx-in-all-generaetd-26,8.74775332307902
O14757_Pocket2Mol_idx-in-all-generaetd-27,9.9201814435659
O14757_Pocket2Mol_idx-in-all-generaetd-28,11.131822548962578
O14757_Pocket2Mol_idx-in-all-generaetd-29,1.3712524484258435
O14757_Pocket2Mol_idx-in-all-generaetd-30,9.284216212651712
O14757_Pocket2Mol_idx-in-all-generaetd-31,15.608771119845041
O14757_Pocket2Mol_idx-in-all-generaetd-32,11.291778742257385
O14757_Pocket2Mol_idx-in-all-generaetd-33,0.8066495122425443
O14757_Pocket2Mol_idx-in-all-generaetd-34,10.569751849715617
O14757_Pocket2Mol_idx-in-all-generaetd-35,5.000360853804665
O14757_Pocket2Mol_idx-in-all-generaetd-36,2.1217771590497505
O14757_Pocket2Mol_idx-in-all-generaetd-37,6.280332509534181
O14757_Pocket2Mol_idx-in-all-generaetd-38,13.415345835031234
O14757_Pocket2Mol_idx-in-all-generaetd-39,3.708371535809356
O14757_Pocket2Mol_idx-in-all-generaetd-40,8.743400370307139
O14757_Pocket2Mol_idx-in-all-generaetd-41,15.364676225042778
O14757_Pocket2Mol_idx-in-all-generaetd-42,0.9008265049546201
O14757_Pocket2Mol_idx-in-all-generaetd-43,3.3092947447800443
O14757_Pocket2Mol_idx-in-all-generaetd-44,2.8043870389879335
O14757_Pocket2Mol_idx-in-all-generaetd-45,16.358920364146794
O14757_Pocket2Mol_idx-in-all-generaetd-46,10.585506115274857
O14757_Pocket2Mol_idx-in-all-generaetd-47,7.815846583516185
O14757_Pocket2Mol_idx-in-all-generaetd-48,7.61327082556926
O14757_Pocket2Mol_idx-in-all-generaetd-49,4.565275012841911
O14757_Pocket2Mol_idx-in-all-generaetd-50,8.829111816581797
O14757_Pocket2Mol_idx-in-all-generaetd-51,3.125902594552221
O14757_Pocket2Mol_idx-in-all-generaetd-52,8.704031997877104
O14757_Pocket2Mol_idx-in-all-generaetd-53,9.430191689666687
O14757_Pocket2Mol_idx-in-all-generaetd-54,1.6054338344742254
O14757_Pocket2Mol_idx-in-all-generaetd-55,12.107002595300612
O14757_Pocket2Mol_idx-in-all-generaetd-56,3.8924082249384044
O14757_Pocket2Mol_idx-in-all-generaetd-57,8.349939492623522
O14757_Pocket2Mol_idx-in-all-generaetd-58,2.952759459476204
O14757_Pocket2Mol_idx-in-all-generaetd-59,12.4147035601604
O14757_Pocket2Mol_idx-in-all-generaetd-60,9.488648907993568
O14757_Pocket2Mol_idx-in-all-generaetd-61,
O14757_Pocket2Mol_idx-in-all-generaetd-62,14.087846417311273
O14757_Pocket2Mol_idx-in-all-generaetd-63,12.857123564510509
O14757_Pocket2Mol_idx-in-all-generaetd-64,9.531889269390513
O14757_Pocket2Mol_idx-in-all-generaetd-65,15.65153484031565
O14757_Pocket2Mol_idx-in-all-generaetd-66,11.491121285733724
O14757_Pocket2Mol_idx-in-all-generaetd-67,9.743819453081791
O14757_Pocket2Mol_idx-in-all-generaetd-68,9.35428582065292
O14757_Pocket2Mol_idx-in-all-generaetd-69,8.103454085436331
O14757_Pocket2Mol_idx-in-all-generaetd-70,12.071039064582266
O14757_Pocket2Mol_idx-in-all-generaetd-71,7.962896327653099
O14757_Pocket2Mol_idx-in-all-generaetd-72,2.883344573004548
O14757_Pocket2Mol_idx-in-all-generaetd-73,9.979067479790828
O14757_Pocket2Mol_idx-in-all-generaetd-74,9.547584747327678
O14757_Pocket2Mol_idx-in-all-generaetd-75,9.747510179760841
O14757_Pocket2Mol_idx-in-all-generaetd-76,7.568939010006893
O14757_Pocket2Mol_idx-in-all-generaetd-77,5.0568873125833145
O14757_Pocket2Mol_idx-in-all-generaetd-78,4.575846363000274
O14757_Pocket2Mol_idx-in-all-generaetd-79,14.308444255458731
O14757_Pocket2Mol_idx-in-all-generaetd-80,9.33764648691501
O14757_Pocket2Mol_idx-in-all-generaetd-81,17.0830879837638
O14757_Pocket2Mol_idx-in-all-generaetd-82,10.793481160348694
O14757_Pocket2Mol_idx-in-all-generaetd-83,5.739131503469546
O14757_Pocket2Mol_idx-in-all-generaetd-84,6.348627886649736
O14757_Pocket2Mol_idx-in-all-generaetd-85,4.054120008321484
O14757_Pocket2Mol_idx-in-all-generaetd-86,9.470477029741645
O14757_Pocket2Mol_idx-in-all-generaetd-87,1.4300764411787514
O14757_Pocket2Mol_idx-in-all-generaetd-88,8.758628074580786
O14757_Pocket2Mol_idx-in-all-generaetd-89,11.136193208393808
O14757_Pocket2Mol_idx-in-all-generaetd-90,3.900918486821304
O14757_Pocket2Mol_idx-in-all-generaetd-91,13.030513749138052
O14757_Pocket2Mol_idx-in-all-generaetd-92,3.2072313247500697
O14757_Pocket2Mol_idx-in-all-generaetd-93,5.930221003142555
O14757_Pocket2Mol_idx-in-all-generaetd-94,9.394178794027612
O14757_Pocket2Mol_idx-in-all-generaetd-95,8.662373438013319
O14757_Pocket2Mol_idx-in-all-generaetd-96,7.503977499290451
O14757_Pocket2Mol_idx-in-all-generaetd-97,1.2449304774380734
O14757_Pocket2Mol_idx-in-all-generaetd-98,10.957149319969947
O14757_Pocket2Mol_idx-in-all-generaetd-99,12.4734704678903
O14757_Pocket2Mol_idx-in-all-generaetd-100,7.730160552077667
O14757_Pocket2Mol_idx-in-all-generaetd-101,11.473285617179911
O14757_Pocket2Mol_idx-in-all-generaetd-102,9.348015197989568
O14757_Pocket2Mol_idx-in-all-generaetd-103,9.408479604916414
O14757_Pocket2Mol_idx-in-all-generaetd-104,14.965255862913862
O14757_Pocket2Mol_idx-in-all-generaetd-105,3.3073320279752476
O14757_Pocket2Mol_idx-in-all-generaetd-106,15.05144229331215
O14757_Pocket2Mol_idx-in-all-generaetd-107,2.508788287847042
O14757_Pocket2Mol_idx-in-all-generaetd-108,8.940946132941413
O14757_Pocket2Mol_idx-in-all-generaetd-109,4.064781801379915
O14757_Pocket2Mol_idx-in-all-generaetd-110,9.560661130137692
O14757_Pocket2Mol_idx-in-all-generaetd-111,3.352826974023836
O14757_Pocket2Mol_idx-in-all-generaetd-112,10.172510793667819
O14757_Pocket2Mol_idx-in-all-generaetd-113,15.302899950484294
O14757_Pocket2Mol_idx-in-all-generaetd-114,8.420185074266936
O14757_Pocket2Mol_idx-in-all-generaetd-115,11.795774864283597
O14757_Pocket2Mol_idx-in-all-generaetd-116,2.6352940141485424
O14757_Pocket2Mol_idx-in-all-generaetd-117,14.639259939903402
O14757_Pocket2Mol_idx-in-all-generaetd-118,10.657002810934294
O14757_Pocket2Mol_idx-in-all-generaetd-119,11.114424421805767
O14757_Pocket2Mol_idx-in-all-generaetd-120,8.885148616426044
O14757_Pocket2Mol_idx-in-all-generaetd-121,
O14757_Pocket2Mol_idx-in-all-generaetd-122,2.3801828158806426
O14757_Pocket2Mol_idx-in-all-generaetd-123,8.001287514545709
O14757_Pocket2Mol_idx-in-all-generaetd-124,8.09678652249661
O14757_Pocket2Mol_idx-in-all-generaetd-125,12.946320602750667
O14757_Pocket2Mol_idx-in-all-generaetd-126,8.287874857120926
O14757_Pocket2Mol_idx-in-all-generaetd-127,9.726518410029898
O14757_Pocket2Mol_idx-in-all-generaetd-128,12.634119548401685
O14757_Pocket2Mol_idx-in-all-generaetd-129,10.77679304723668
O14757_Pocket2Mol_idx-in-all-generaetd-130,10.381262338156969
O14757_Pocket2Mol_idx-in-all-generaetd-131,9.031515213403713
O14757_Pocket2Mol_idx-in-all-generaetd-132,14.317216961354893
O14757_Pocket2Mol_idx-in-all-generaetd-133,9.540915347762216
O14757_Pocket2Mol_idx-in-all-generaetd-134,2.462923201347262
O14757_Pocket2Mol_idx-in-all-generaetd-135,3.158882185591048
O14757_Pocket2Mol_idx-in-all-generaetd-136,3.8779757848548737
O14757_Pocket2Mol_idx-in-all-generaetd-137,4.301826485762503
O14757_Pocket2Mol_idx-in-all-generaetd-138,11.353668312093735
O14757_Pocket2Mol_idx-in-all-generaetd-139,9.73313678707753
O14757_Pocket2Mol_idx-in-all-generaetd-140,0.9175448797074421
O14757_Pocket2Mol_idx-in-all-generaetd-141,11.895318033726948
O14757_Pocket2Mol_idx-in-all-generaetd-142,9.001592246326362
O14757_Pocket2Mol_idx-in-all-generaetd-143,11.075235257304069
O14757_Pocket2Mol_idx-in-all-generaetd-144,9.629452687373547
O14757_Pocket2Mol_idx-in-all-generaetd-145,9.66144760760963
O14757_Pocket2Mol_idx-in-all-generaetd-146,9.206792773651916
O14757_Pocket2Mol_idx-in-all-generaetd-147,6.4830081117969005
O14757_Pocket2Mol_idx-in-all-generaetd-148,15.520150870478682
O14757_Pocket2Mol_idx-in-all-generaetd-149,9.929625945507693
O14757_Pocket2Mol_idx-in-all-generaetd-150,12.594178265794964
O14757_Pocket2Mol_idx-in-all-generaetd-151,10.048681343754401
O14757_Pocket2Mol_idx-in-all-generaetd-152,1.409907181003584
O14757_Pocket2Mol_idx-in-all-generaetd-153,10.913434414316734
O14757_Pocket2Mol_idx-in-all-generaetd-154,3.0802765096847455
O14757_Pocket2Mol_idx-in-all-generaetd-155,11.11490425329087
