smiles,validity,qed,sa,logp,lipinski
CN(C)CCn1ncc2cc3cc(C#N)c(=N)oc3nc21,True,0.7755572436188114,0.76,1.0902499999999997,5
N=c1c2c(=O)c3cc(F)ccc3n(CCN3CCOCC3)c2ncn1Cc1ccccc1F,True,0.4733439714365018,0.81,2.48937,5
N=c1oc2cc3ncsc3cc2c(=N)n1CCN1CCN(c2ccccc2)CC1,True,0.5456094548275507,0.78,2.625140000000001,5
Cc1nc2c3cc4ncccc4cc3nc(N3CCC4CCCCN4CC3)n2n1,True,0.46756594856912137,0.77,3.1987200000000016,5
CCn1c2ccc(S(C)(=O)=O)cc2c(=N)c2c(N3CCNCC3)ncnc21,True,0.6483057804972091,0.79,0.8969700000000002,5
N=c1c2cc3cnccc3nc2n(C2CC2)c2ncnc(N3CCNCC3)c12,True,0.5206681164072123,0.77,1.7516699999999996,5
CN(C)CCn1cnc2cc3c(=N)oc(=N)cc-3oc2c1=N,True,0.603626277273361,0.7,0.3271099999999993,5
CN(C)CCn1c(N2CCN(C)CC2)nc2nc3c(cc2c1=N)c(=N)n(C)c(=O)n3C,True,0.5116996871071308,0.74,-1.1059599999999956,4
Cn1c(=N)c(C(=O)c2ccc(F)cc2)cc2c(=N)n(CCN3CCCCC3)cnc21,True,0.6342906855023597,0.8,2.1897399999999996,5
N=c1c2cc(C(N)=O)ccc2oc2c(N3CCNCC3)ncnc12,True,0.5854002257807233,0.79,0.36396999999999974,5
N=c1cc(C=CC(=O)O)oc2cc(OCC3CC4CCN3C4)ncc12,True,0.805649813415829,0.57,1.87807,5
CCN(CC)CCn1cnc2cc3nc(C)n(CCN(C)C)c(=N)c3cc2c1=N,True,0.5655707123086913,0.76,1.556760000000001,5
CN(C)CCCn1c(=N)c2cc3ccc(C(=O)O)cc3nc2n(CCCN(C)C)c1=N,True,0.4502186808424815,0.78,1.5515400000000013,5
CCOC(=O)c1cc2cc3ncnc(N4CCNCC4)c3cc2oc1=N,True,0.5421848813412183,0.8,1.4417699999999998,5
CN(C)CCn1c(=N)c2cc(C(=O)Nc3cccc(Cl)c3)ccc2n(CCN(C)C)c1=O,True,0.5442884229737304,0.82,2.31137,5
N=c1c2cc3cccnc3cc2n(CCN2CCCCC2)c2ncnc(N3CCNCC3)c12,True,0.47256248200965667,0.78,2.50767,5
N=c1c2cc3oc4ccccc4c(=O)c3cc2ncn1CCN1CCCCC1,True,0.5586699865436966,0.82,3.2612700000000014,5
N=c1oc2c(cc1C(N)=O)c(=N)[nH]c1cc(N3CCNCC3)ncc12,True,0.40925519003139016,0.73,-0.22345999999999977,5
N=c1c(Cn2cccc2)c(-c2ccncc2)oc2c(N3CCNCC3)ncnc12,True,0.556247850485364,0.76,2.02367,5
COC(=O)c1ccc2nc3c(cc(-c4ccccc4)c(=N)n3CCCN(C)C)c(=N)n2c1,True,0.3628300819473936,0.79,2.6532400000000003,5
Cc1ccc(C(=O)NC2CC2)cc1Nc1ncc2cc3c(cc2n1)c(=N)[nH]c(=N)n3CCN(C)C,True,0.2634867885196367,0.76,2.3773599999999995,5
Cn1c2ccc(S(C)(=O)=O)cc2c(=N)c2c(NCCN)ncnc21,True,0.5860427914022898,0.79,0.3750699999999999,5
CCN(CC)CCn1c(=N)c2cc(C(=O)NCc3ccccc3)c(-c3ccccc3)nc2n(CCN(CC)CC)c1=N,True,0.21318833892354613,0.78,4.077340000000002,3
CCn1c(=N)c(C(=O)O)cc2c(=N)n3c(nc21)C(CN1CCCC1)OCC3,True,0.7289410156940869,0.69,0.6819400000000009,5
COC(=O)c1ccc2nc3c(cc2c1)c(=N)n(Cc1ccccc1)c(=N)n3CCN(C)C,True,0.3622333495800858,0.81,2.3464400000000003,5
Cc1nc2nc3c(cc2c(=N)n1CCN(C)C)c(=N)n(CCN(C)C)c(=N)n3CCN(C)C,True,0.3798267162930618,0.71,-0.3808699999999954,4
Cn1ccc(=N)c2c(=N)n(CCN3CCCCC3)c3nc4ccccc4nc3c21,True,0.4182982807325274,0.78,2.52104,5
N=c1c(C(N)=O)cc2c(=N)n(C3CC3)c3nc4ccccn4c(=O)c3c2n1CCN1CCCC1,True,0.3043572272065225,0.75,1.0924399999999985,5
Cc1cc(=O)oc2cc3c(NCCN4CCCCC4)ncnc3cc12,True,0.582447116719483,0.84,2.942420000000001,5
CN1CCN(c2nc3nc4cc5cccnc5cc4cc3c(=N)[nH]2)CC1,True,0.514747144485697,0.78,1.8905699999999999,5
COC(=O)c1ccc2c(c1)c(=N)c1c(=N)n3ccccc3nc1n2CCCN(C)C,True,0.39316964326825865,0.78,2.1394399999999996,5
N=c1c2c(-c3ccncc3)nn(CCN3CCCC3)c2nc2ccc(C(=O)NCc3ccccc3)cn12,True,0.36300182093544037,0.8,3.2512700000000017,5
CCOC(=O)c1cc2c(=N)[nH]c(N3CCNCC3)nc2n(CC)c1=N,True,0.5777704418444103,0.76,-0.07045999999999902,5
CN(C)CCn1cnc2cc3oc4oc(=O)ccc4c(=N)c3cc2c1=N,True,0.5420469596326076,0.73,1.4094399999999996,5
N=c1c2cc3ccccc3cc2oc2ncnc(NCCN)c12,True,0.504458999219619,0.8,2.3792699999999996,5
CCOC(=O)C=Cc1c(C)nc2c(C#N)cnn2c1N1CCN(C)CC1,True,0.6028537091224941,0.79,1.2374999999999998,5
Cc1cc(=O)oc2cc3oc(=N)c(CCN)cc3cc12,True,0.5484404659333951,0.8,1.8282899999999997,5
CC(=O)c1ccc2c(c1)c(=N)c1c(N3CCNCC3)ncnc1n2C,True,0.5425790359646135,0.8,1.2131699999999996,5
CCOC(=O)c1cc2c(=N)n3c(C)nn(CCN(C)C)c3nc2n(Cc2ccc(F)cc2)c1=N,True,0.40205601208393416,0.77,1.6785599999999994,5
CS(=O)(=O)c1ccc2[nH]c(=N)cc(-c3cnc4cnc(N5CCNCC5)cc4c3)c2c1,True,0.4547709107306424,0.78,2.07067,5
COC(=O)c1ccc2[nH]c(=N)c3cc(-c4cccnc4CN)c(=N)oc3c2c1,True,0.32062079003397836,0.76,2.18034,5
CCOC(=O)c1cc2c(=O)c3c(=O)c4ccccc4oc3n(CCCN(C)C)c2n(CC)c1=N,True,0.33260576562649935,0.77,2.6903700000000006,5
Cc1ccc(C)c(NC(=O)c2cc3c(N4CCN(C)CC4)ncnc3n(C)c2=N)c1,True,0.6962617549094928,0.83,2.06871,5
CCOC(=O)c1cc2c(=N)n3c(=O)c4cc(OC)c(OC)cc4nc3n(CCN(CC)CC)c2n(CC)c1=N,True,0.23325496584024327,0.75,2.11844,3
CN(C)CCCn1c2ccc(F)cc2c(=N)c2cc3c(=N)n(C)c(=S)n(C)c3nc21,True,0.38985507618442355,0.74,2.7989300000000013,5
N=c1c2cc(-c3cccnc3)ccc2n2c(N3CCNCC3)nnc2n1CCN1CCCC1,True,0.4883251378125792,0.78,1.7308699999999992,5
Cn1c(N2CCNCC2)nc2c(c(=O)c3cc(C(=O)O)ccc3n2C)c1=N,True,0.5490140697728024,0.79,0.012470000000000703,5
N=c1c2ccc(C(N)=O)cc2oc2ncnc(NCCN)c12,True,0.510627550251477,0.78,0.3249700000000001,5
CN(C)CCn1c2ccc(C(=O)O)cc2c(=N)c2c(=N)n(-c3ccccc3)c(N3CCN(C)CC3)nc21,True,0.3485562653049152,0.78,1.95074,4
CN(C)CCCn1c(=N)c2ccc(S(C)(=O)=O)cc2n(-c2ccccc2)c1=N,True,0.6609969830707694,0.8,1.7461399999999998,5
CCOC(=O)c1cc2c3c(=N)n4ccccc4nc3n(CCN(C)C)c(=N)c2n(C)c1=N,True,0.24544736175645215,0.74,0.9574100000000005,5
CCOC(=O)c1ccn2c(=N)c3c(=N)[nH]c(N4CCN(CC(F)(F)F)CC4)nc3nc2c1,True,0.40268898517639706,0.74,1.03054,5
CCOC(=O)c1cc2c3ncnc(NCCN4CCOCC4)c3c(=N)n(C)c2n(C)c1=N,True,0.37163551055041033,0.75,0.33974000000000176,4
CCOC(=O)c1cc2c(oc1=N)c(=N)oc1nc(N3CCNCC3)ccc12,True,0.4659739869855817,0.76,1.1192399999999996,5
Cc1nccc2c1cc1c(=N)c3cnn(CCN4CCCCC4)c3nc-1n2C,True,0.5587799025528681,0.78,2.6965900000000005,5
Cn1c(=N)n(CCN2CCOCC2)c(=N)c2cc3cc4ccccc4nc3nc21,True,0.5174298383935504,0.78,1.3673400000000002,5
CN1CCN(c2nc3cc4c(cc(C(=O)O)c(=O)n4C4CC4)cc3c(=N)[nH]2)CC1,True,0.5735588176740649,0.77,1.14217,5
CCOC(=O)c1ccc2nc3c(cnc(=N)n3CCCN(C)C)c(=N)n2c1,True,0.4922759696261097,0.77,0.7713400000000004,5
Cc1ccc(Cn2c(=N)c3cc4cccnc4nc3n(CCN)c2=N)cc1,True,0.4820544243663493,0.79,1.6603599999999996,5
N=c1oc2ncnc(N3CCNCC3)c2cc1-c1ccc2ncccc2c1,True,0.571458300297584,0.79,2.32707,5
CN(C)CCCn1c2ccc(C(=O)Nc3ccccc3)cc2c(=N)c2cc3ccccc3nc21,True,0.35734051255989435,0.83,5.026170000000004,4
