idx,sc_rdkit
O14757_Pocket2Mol_idx-in-all-generaetd-688,0.27126369539340045
O14757_Pocket2Mol_idx-in-all-generaetd-592,0.3980863196408451
O14757_Pocket2Mol_idx-in-all-generaetd-827,0.42826712148384827
O14757_Pocket2Mol_idx-in-all-generaetd-859,0.3451277510819438
O14757_Pocket2Mol_idx-in-all-generaetd-1011,0.3440444538057439
O14757_Pocket2Mol_idx-in-all-generaetd-54,0.39256922308544817
O14757_Pocket2Mol_idx-in-all-generaetd-185,0.3415107399213271
O14757_Pocket2Mol_idx-in-all-generaetd-809,0.3666135558460152
O14757_Pocket2Mol_idx-in-all-generaetd-255,0.3286914258619005
O14757_Pocket2Mol_idx-in-all-generaetd-360,0.35360158907915507
O14757_Pocket2Mol_idx-in-all-generaetd-829,0.31153627110781956
O14757_Pocket2Mol_idx-in-all-generaetd-44,0.38290254386344047
O14757_Pocket2Mol_idx-in-all-generaetd-790,0.3528151051880969
O14757_Pocket2Mol_idx-in-all-generaetd-378,0.47609132132333415
O14757_Pocket2Mol_idx-in-all-generaetd-135,0.32319087129359736
O14757_Pocket2Mol_idx-in-all-generaetd-632,0.32815588901644893
O14757_Pocket2Mol_idx-in-all-generaetd-429,0.3408066613397271
O14757_Pocket2Mol_idx-in-all-generaetd-629,0.35217506563443624
O14757_Pocket2Mol_idx-in-all-generaetd-651,0.28876812776860045
O14757_Pocket2Mol_idx-in-all-generaetd-214,0.4213450242556717
O14757_Pocket2Mol_idx-in-all-generaetd-364,0.22809165784339747
O14757_Pocket2Mol_idx-in-all-generaetd-1002,0.40568611813672845
O14757_Pocket2Mol_idx-in-all-generaetd-915,0.39461368613210124
O14757_Pocket2Mol_idx-in-all-generaetd-319,0.4164945246667763
O14757_Pocket2Mol_idx-in-all-generaetd-256,0.42710626274369656
O14757_Pocket2Mol_idx-in-all-generaetd-822,0.5155557314658981
O14757_Pocket2Mol_idx-in-all-generaetd-865,0.432610731835093
O14757_Pocket2Mol_idx-in-all-generaetd-33,0.47704725538079756
O14757_Pocket2Mol_idx-in-all-generaetd-137,0.41735805015505906
O14757_Pocket2Mol_idx-in-all-generaetd-923,0.4649674789852957
O14757_Pocket2Mol_idx-in-all-generaetd-382,0.33467025420347385
O14757_Pocket2Mol_idx-in-all-generaetd-36,0.5001594199842787
O14757_Pocket2Mol_idx-in-all-generaetd-777,0.5264376804813654
O14757_Pocket2Mol_idx-in-all-generaetd-761,0.2657514807770479
O14757_Pocket2Mol_idx-in-all-generaetd-252,0.4311692375219723
O14757_Pocket2Mol_idx-in-all-generaetd-665,0.41205640376905783
O14757_Pocket2Mol_idx-in-all-generaetd-140,0.4055845881904679
O14757_Pocket2Mol_idx-in-all-generaetd-951,0.3296489516425434
O14757_Pocket2Mol_idx-in-all-generaetd-796,0.4006102685798154
O14757_Pocket2Mol_idx-in-all-generaetd-898,0.3562659961865702
O14757_Pocket2Mol_idx-in-all-generaetd-680,0.3434775565407245
O14757_Pocket2Mol_idx-in-all-generaetd-15,0.3004910947362795
O14757_Pocket2Mol_idx-in-all-generaetd-358,0.3491513736200375
O14757_Pocket2Mol_idx-in-all-generaetd-53,0.24507512318357505
O14757_Pocket2Mol_idx-in-all-generaetd-250,0.3866345473546775
O14757_Pocket2Mol_idx-in-all-generaetd-282,0.3353975243020035
O14757_Pocket2Mol_idx-in-all-generaetd-90,0.29135746605113566
O14757_Pocket2Mol_idx-in-all-generaetd-828,0.520067306790989
O14757_Pocket2Mol_idx-in-all-generaetd-987,0.4555650202229551
O14757_Pocket2Mol_idx-in-all-generaetd-14,0.3869766704044534
O14757_Pocket2Mol_idx-in-all-generaetd-574,0.233752370804886
O14757_Pocket2Mol_idx-in-all-generaetd-641,0.3832373539674538
O14757_Pocket2Mol_idx-in-all-generaetd-833,0.35277899500294124
O14757_Pocket2Mol_idx-in-all-generaetd-324,0.2774528414571328
O14757_Pocket2Mol_idx-in-all-generaetd-794,0.3081680637114669
O14757_Pocket2Mol_idx-in-all-generaetd-620,0.3668035446805905
O14757_Pocket2Mol_idx-in-all-generaetd-417,0.3999457838440377
O14757_Pocket2Mol_idx-in-all-generaetd-384,0.3639607961447462
O14757_Pocket2Mol_idx-in-all-generaetd-187,0.3267484366189229
O14757_Pocket2Mol_idx-in-all-generaetd-618,0.22456694014974082
O14757_Pocket2Mol_idx-in-all-generaetd-846,0.36490673396049966
O14757_Pocket2Mol_idx-in-all-generaetd-798,0.2609296434226906
O14757_Pocket2Mol_idx-in-all-generaetd-997,0.2921027528908695
O14757_Pocket2Mol_idx-in-all-generaetd-639,0.37749208512434285
O14757_Pocket2Mol_idx-in-all-generaetd-194,0.44687015386952844
O14757_Pocket2Mol_idx-in-all-generaetd-716,0.3492540764666013
O14757_Pocket2Mol_idx-in-all-generaetd-715,0.4620888469262306
O14757_Pocket2Mol_idx-in-all-generaetd-134,0.3626820355704433
O14757_Pocket2Mol_idx-in-all-generaetd-508,0.42765944574016856
O14757_Pocket2Mol_idx-in-all-generaetd-227,0.33151509099064996
O14757_Pocket2Mol_idx-in-all-generaetd-116,0.3736750580575811
O14757_Pocket2Mol_idx-in-all-generaetd-353,0.3607405373945698
O14757_Pocket2Mol_idx-in-all-generaetd-905,0.5636503105714611
O14757_Pocket2Mol_idx-in-all-generaetd-365,0.4070418551668981
O14757_Pocket2Mol_idx-in-all-generaetd-766,0.33834800771030243
O14757_Pocket2Mol_idx-in-all-generaetd-975,0.3238245030545487
O14757_Pocket2Mol_idx-in-all-generaetd-869,0.5145895131452203
O14757_Pocket2Mol_idx-in-all-generaetd-876,0.3877443983431479
O14757_Pocket2Mol_idx-in-all-generaetd-466,0.4165025681749596
O14757_Pocket2Mol_idx-in-all-generaetd-168,0.2790019998818008
O14757_Pocket2Mol_idx-in-all-generaetd-154,0.2591890261625995
O14757_Pocket2Mol_idx-in-all-generaetd-97,0.3581039040713563
O14757_Pocket2Mol_idx-in-all-generaetd-966,0.3968701119221599
O14757_Pocket2Mol_idx-in-all-generaetd-866,0.42622973840250744
O14757_Pocket2Mol_idx-in-all-generaetd-280,0.40249120137512384
O14757_Pocket2Mol_idx-in-all-generaetd-913,0.3636706993177945
O14757_Pocket2Mol_idx-in-all-generaetd-198,0.5394023745477874
O14757_Pocket2Mol_idx-in-all-generaetd-695,0.2695866255174988
O14757_Pocket2Mol_idx-in-all-generaetd-451,0.38703806685002073
O14757_Pocket2Mol_idx-in-all-generaetd-568,0.4158488142424038
O14757_Pocket2Mol_idx-in-all-generaetd-789,0.2579446353580207
O14757_Pocket2Mol_idx-in-all-generaetd-550,0.3623960658484101
O14757_Pocket2Mol_idx-in-all-generaetd-806,0.34791291295796584
O14757_Pocket2Mol_idx-in-all-generaetd-190,0.3873678056513392
O14757_Pocket2Mol_idx-in-all-generaetd-624,0.2673954645409246
O14757_Pocket2Mol_idx-in-all-generaetd-432,0.3301735235924278
O14757_Pocket2Mol_idx-in-all-generaetd-344,0.3097605935777805
O14757_Pocket2Mol_idx-in-all-generaetd-1009,0.3620885219035502
O14757_Pocket2Mol_idx-in-all-generaetd-584,0.4845798891834922
O14757_Pocket2Mol_idx-in-all-generaetd-288,0.30829396914441004
O14757_Pocket2Mol_idx-in-all-generaetd-862,0.34676688577061826
O14757_Pocket2Mol_idx-in-all-generaetd-454,0.36417039348206015
O14757_Pocket2Mol_idx-in-all-generaetd-46,0.19827265037687442
O14757_Pocket2Mol_idx-in-all-generaetd-909,0.29770169903493227
O14757_Pocket2Mol_idx-in-all-generaetd-385,0.36907453391518213
O14757_Pocket2Mol_idx-in-all-generaetd-238,0.25771384350781196
O14757_Pocket2Mol_idx-in-all-generaetd-1015,0.37436081776643065
O14757_Pocket2Mol_idx-in-all-generaetd-253,0.4856004599294793
O14757_Pocket2Mol_idx-in-all-generaetd-564,0.38824365263433636
O14757_Pocket2Mol_idx-in-all-generaetd-570,0.35058226933042386
O14757_Pocket2Mol_idx-in-all-generaetd-671,0.25315672106356707
O14757_Pocket2Mol_idx-in-all-generaetd-663,0.33636645002709276
O14757_Pocket2Mol_idx-in-all-generaetd-267,0.333593087692034
O14757_Pocket2Mol_idx-in-all-generaetd-412,0.3803443299700513
O14757_Pocket2Mol_idx-in-all-generaetd-830,0.34889905919552683
O14757_Pocket2Mol_idx-in-all-generaetd-722,0.5046354002707624
O14757_Pocket2Mol_idx-in-all-generaetd-322,0.35667251255384286
O14757_Pocket2Mol_idx-in-all-generaetd-973,0.36645234075919186
O14757_Pocket2Mol_idx-in-all-generaetd-49,0.40852022876551713
O14757_Pocket2Mol_idx-in-all-generaetd-82,0.42479163960116884
O14757_Pocket2Mol_idx-in-all-generaetd-277,0.3517891179687608
O14757_Pocket2Mol_idx-in-all-generaetd-188,0.3226321265757211
O14757_Pocket2Mol_idx-in-all-generaetd-914,0.3270125319458618
O14757_Pocket2Mol_idx-in-all-generaetd-552,0.3698843646838058
O14757_Pocket2Mol_idx-in-all-generaetd-144,0.3873410090910794
O14757_Pocket2Mol_idx-in-all-generaetd-970,0.3981751549942686
O14757_Pocket2Mol_idx-in-all-generaetd-728,0.48291968496172855
O14757_Pocket2Mol_idx-in-all-generaetd-489,0.38552662776779834
O14757_Pocket2Mol_idx-in-all-generaetd-172,0.3722658391644288
O14757_Pocket2Mol_idx-in-all-generaetd-805,0.3196213569068674
O14757_Pocket2Mol_idx-in-all-generaetd-801,0.22182843278619055
O14757_Pocket2Mol_idx-in-all-generaetd-43,0.4051934958637183
O14757_Pocket2Mol_idx-in-all-generaetd-670,0.411198494206401
O14757_Pocket2Mol_idx-in-all-generaetd-609,0.24604602149325544
O14757_Pocket2Mol_idx-in-all-generaetd-791,0.38502242958314936
O14757_Pocket2Mol_idx-in-all-generaetd-764,0.3056975934045183
O14757_Pocket2Mol_idx-in-all-generaetd-262,0.28944451153268724
O14757_Pocket2Mol_idx-in-all-generaetd-401,0.35753621852832246
O14757_Pocket2Mol_idx-in-all-generaetd-961,0.44150368165959986
O14757_Pocket2Mol_idx-in-all-generaetd-42,0.5174118923704727
O14757_Pocket2Mol_idx-in-all-generaetd-725,0.5308942455691776
O14757_Pocket2Mol_idx-in-all-generaetd-965,0.34470250810758596
O14757_Pocket2Mol_idx-in-all-generaetd-243,0.25273425456028503
O14757_Pocket2Mol_idx-in-all-generaetd-163,0.2677107761332663
O14757_Pocket2Mol_idx-in-all-generaetd-662,0.35892206104029556
O14757_Pocket2Mol_idx-in-all-generaetd-440,0.3193695315523197
O14757_Pocket2Mol_idx-in-all-generaetd-880,0.3988740427523052
O14757_Pocket2Mol_idx-in-all-generaetd-1,0.44659290469072255
O14757_Pocket2Mol_idx-in-all-generaetd-768,0.41021756970035916
O14757_Pocket2Mol_idx-in-all-generaetd-542,0.4056230624860153
O14757_Pocket2Mol_idx-in-all-generaetd-985,0.4054695782833141
O14757_Pocket2Mol_idx-in-all-generaetd-445,0.3502494109179862
O14757_Pocket2Mol_idx-in-all-generaetd-220,0.24102055783379256
O14757_Pocket2Mol_idx-in-all-generaetd-548,0.5556432762872615
O14757_Pocket2Mol_idx-in-all-generaetd-7,0.4007046901733545
O14757_Pocket2Mol_idx-in-all-generaetd-189,0.28364034445472136
O14757_Pocket2Mol_idx-in-all-generaetd-879,0.2515703252298994
O14757_Pocket2Mol_idx-in-all-generaetd-610,0.26887836308078805
O14757_Pocket2Mol_idx-in-all-generaetd-928,0.24389614908075974
